program_id,program_name,program_code,profile_version,profile_method,profile_confidence,profile_family,dominant_dim,dominant_dim_label,secondary_dims,evidence_text,evidence_sources,review_status,occupation_bridge_confidence,occupation_bridge_p21_groups,occupation_bridge_p21_labels,affinity_stem_score,current_stem_score,template_stem_score,affinity_health_score,current_health_score,template_health_score,affinity_arts_score,current_arts_score,template_arts_score,affinity_business_score,current_business_score,template_business_score,affinity_education_score,current_education_score,template_education_score,affinity_agriculture_score,current_agriculture_score,template_agriculture_score,affinity_duration_score
57ea60bc-028a-4bf2-8cc7-19563776545f,Bachelor of Arts in Public Administration,BU-BPA-01,program_profile_v2,weighted_prior_template_v2,medium,public_admin,business,Business,,"Family rule: public administration and governance pathway. Blended current affinity prior (0.55) with public_admin template (0.45). Occupation bridge: Bachelor of Public Administration: accounting/finance licensure (CPA, government service) leads to PSOC Group 02 Professionals and management track Group 01 Managers Match type: exact_subject.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[1, 2]","['Managers', 'Professionals']",2.46,3.0,1.8,1.27,1.0,1.6,3.18,3.0,3.4,4.09,4.0,4.2,1.99,1.0,3.2,1.55,2.0,1.0,2.0
b1cf9754-2a2b-4ab9-be00-e5f24b214331,Bachelor of Science in Pharmaceutical Sciences,HE-BPS-01,program_profile_v2,weighted_prior_template_v2,medium,health_clinical,health,Health,stem,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,4.46,5.0,3.8,5.0,5.0,5.0,2.0,2.0,2.0,2.74,4.0,1.2,1.17,0.0,2.6,1.46,2.0,0.8,3.0
e5c426ab-5e34-4058-8727-3e51e820e2c5,Bachelor of Science in Basic Medical Sciences,HE-BBMS-01,program_profile_v2,weighted_prior_template_v2,medium,health_clinical,health,Health,stem,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,4.46,5.0,3.8,5.0,5.0,5.0,2.55,3.0,2.0,0.54,0.0,1.2,1.72,1.0,2.6,0.36,0.0,0.8,5.0
2a83ca5a-8667-4772-ae35-cd6f706fc661,Bachelor of Arts in Philippine Arts,AR-BPA-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,3.01,4.0,1.8,3.0,3.0,3.0,0.27,0.0,0.6,2.0
fa1117d4-8697-44bb-9784-6f3ad40ad6d5,Bachelor of Science in Community Development,AR-BCD-01,program_profile_v2,weighted_prior_template_v2,medium,social_science,arts,Arts,,"Family rule: social science, social service, or community pathway. Blended current affinity prior (0.55) with social_science template (0.45). Occupation bridge: BS Community Development: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.775,2.0,1.5,1.36,1.0,1.8,4.18,4.0,4.4,2.73,3.0,2.4,3.36,3.0,3.8,1.46,2.0,0.8,2.0
6d15d620-3f1c-4bec-81a3-1d956839281f,Bachelor of Science in Sports Science,HE-BSS-01,program_profile_v2,weighted_prior_template_v2,medium,health_psych_sports,health,Health,,"Family rule: health-adjacent behavioral, therapy, or sports science pathway. Blended current affinity prior (0.55) with health_psych_sports template (0.45). Occupation bridge: BS Sports Science: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",3.415,4.0,2.7,4.64,5.0,4.2,2.45,2.0,3.0,1.91,2.0,1.8,3.18,3.0,3.4,0.36,0.0,0.8,2.0
676ff91b-aa7b-4823-9a05-29a9881000f9,Bachelor of Science in Industrial Technology,ST-BIT-01,program_profile_v2,weighted_prior_template_v2,medium,industrial_technology,stem,STEM,,Family rule: applied industrial technology pathway. Blended current affinity prior (0.55) with industrial_technology template (0.45). Occupation bridge: Bachelor of Industrial Technology: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_subject.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",4.73,5.0,4.4,1.09,1.0,1.2,2.0,2.0,2.0,2.91,3.0,2.8,0.63,0.0,1.4,1.18,1.0,1.4,2.0
8f510c67-ebd1-4d93-9134-2b5b1a517d2c,Bachelor of Science in Social Work,AR-BSW-01,program_profile_v2,weighted_prior_template_v2,medium,social_science,arts,Arts,education,"Family rule: social science, social service, or community pathway. Blended current affinity prior (0.55) with social_science template (0.45). Occupation bridge: BS Social Work: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.775,2.0,1.5,1.91,2.0,1.8,3.63,3.0,4.4,2.73,3.0,2.4,3.36,3.0,3.8,0.91,1.0,0.8,2.0
391f9728-f795-494d-8b57-5725a1bdead5,Business Economics,AR-BE-02,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,arts,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,2.55,3.0,2.0,0.91,1.0,0.8,3.28,4.0,2.4,3.9,3.0,5.0,0.72,0.0,1.6,1.0,1.0,1.0,2.0
a5cf6bd2-229d-4a97-81bf-43a31bcc4de6,Bachelor of Science in Economics,AR-BE-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,arts,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,2.55,3.0,2.0,0.91,1.0,0.8,3.28,4.0,2.4,3.9,3.0,5.0,0.72,0.0,1.6,1.0,1.0,1.0,2.0
75829c67-965d-4288-aaea-d1e7a501ef3e,Bachelor of Science in Psychology,HE-BP-01,program_profile_v2,weighted_prior_template_v2,medium,health_psych_sports,health,Health,stem|arts,"Family rule: health-adjacent behavioral, therapy, or sports science pathway. Blended current affinity prior (0.55) with health_psych_sports template (0.45). Occupation bridge: BS Psychology: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",3.415,4.0,2.7,3.54,3.0,4.2,3.0,3.0,3.0,1.91,2.0,1.8,2.63,2.0,3.4,0.36,0.0,0.8,3.0
ee6b386b-2242-4770-89af-4ab37c05d265,Bachelor of Science in Agribusiness,AG-BA-02,program_profile_v2,weighted_prior_template_v2,medium,agriculture,agriculture,Agriculture,,"Family rule: agriculture, fisheries, veterinary, or agribusiness pathway. Blended current affinity prior (0.55) with agriculture template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,3.73,4.0,3.4,1.18,1.0,1.4,2.19,3.0,1.2,3.28,4.0,2.4,2.46,3.0,1.8,5.0,5.0,5.0,2.0
c29bf6bc-7cf9-4f04-8edf-4fef8cb2d82a,Bachelor of Science in Criminology,AR-BC-02,program_profile_v2,weighted_prior_template_v2,medium,criminology_public_safety,arts,Arts,stem,"Family rule: public safety and criminology pathway. Blended current affinity prior (0.55) with criminology_public_safety template (0.45). Occupation bridge: BS Criminology: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",3.1,4.0,2.0,2.36,2.0,2.8,3.27,3.0,3.6,1.91,2.0,1.8,2.225,2.0,2.5,1.37,2.0,0.6,3.0
52fc8f68-28fb-411f-87f4-ac8ba74ad5e0,Bachelor of Science in Physical Therapy,HE-BiPT-01,program_profile_v2,weighted_prior_template_v2,medium,health_psych_sports,health,Health,,"Family rule: health-adjacent behavioral, therapy, or sports science pathway. Blended current affinity prior (0.55) with health_psych_sports template (0.45). Occupation bridge: BS Physical Therapy: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",3.415,4.0,2.7,4.64,5.0,4.2,2.45,2.0,3.0,1.91,2.0,1.8,3.18,3.0,3.4,0.36,0.0,0.8,3.0
37ada46a-4104-46b0-abfc-1bbcb3771d35,Bachelor of Arts in English Language,AR-BEL-02,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,2.45,2.0,3.0,0.27,0.0,0.6,2.0
ce97d5a8-a15a-4e0f-944a-51397af62906,Bachelor of Arts in English Language Studies,AR-BELS-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,1.36,1.0,1.8,2.45,2.0,3.0,0.27,0.0,0.6,2.0
f2fe3099-fb0a-42e8-b02b-e372c8180ae1,Bachelor of Science in Garments & Textile Technology,ST-BG&TT-01,program_profile_v2,weighted_prior_template_v2,medium,textile_fashion_technology,arts,Arts,,"Family rule: textile, clothing, garment, or fashion technology pathway. Blended current affinity prior (0.55) with textile_fashion_technology template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,3.325,4.0,2.5,0.36,0.0,0.8,4.45,4.0,5.0,3.64,4.0,3.2,0.72,0.0,1.6,1.0,1.0,1.0,2.0
eb3f29b2-6bf7-45eb-b207-31cc6212dc22,Bachelor of Science in Chemistry,ST-BC-02,program_profile_v2,weighted_prior_template_v2,medium,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,5.0,5.0,5.0,1.36,1.0,1.8,1.73,2.0,1.4,0.54,0.0,1.2,1.45,1.0,2.0,1.73,2.0,1.4,2.0
738ad830-a36e-4bf3-9bc7-6741223fc420,Bachelor of Arts in Literature,AR-BL-02,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,1.46,2.0,0.8,0.91,1.0,0.8,5.0,5.0,5.0,1.91,2.0,1.8,3.0,3.0,3.0,0.82,1.0,0.6,2.0
0328e97b-fdb3-4f2b-ad72-1bfd442a408d,Bachelor of Science in Geodetic Engineering,ST-BGE-01,program_profile_v2,weighted_prior_template_v2,medium,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,5.0,5.0,5.0,0.27,0.0,0.6,1.775,2.0,1.5,1.45,1.0,2.0,0.45,0.0,1.0,1.09,1.0,1.2,3.0
2fe2da79-5407-407a-af9f-aea8d23985db,Bachelor of Science in Accountancy Technology,BU-BAT-01,program_profile_v2,weighted_prior_template_v2,medium,business_accounting,business,Business,,Family rule: accounting/accountancy professional pathway. Blended current affinity prior (0.55) with business_accounting template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,2.91,3.0,2.8,0.27,0.0,0.6,1.91,2.0,1.8,5.0,5.0,5.0,1.09,1.0,1.2,0.91,1.0,0.8,3.0
5e6c1142-19d2-494c-b64f-e40a9afd4a20,B Landscape Architecture,ST-BLA-01,program_profile_v2,weighted_prior_template_v2,medium,architecture_design,arts,Arts,stem,Family rule: design-heavy built-environment professional pathway. Blended current affinity prior (0.55) with architecture_design template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,4.0,4.0,4.0,0.91,1.0,0.8,4.685,5.0,4.3,2.55,3.0,2.0,1.64,2.0,1.2,1.73,2.0,1.4,4.0
303ba7de-9434-439c-81ca-11c65ebc4a78,Bachelor of Science in Biochemistry,ST-BB-02,program_profile_v2,weighted_prior_template_v2,medium,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,5.0,5.0,5.0,2.46,3.0,1.8,1.73,2.0,1.4,0.54,0.0,1.2,2.55,3.0,2.0,1.73,2.0,1.4,2.0
b023c2fb-de5b-48f5-b272-bab1f8d1fe0e,Bachelor of Science in Hotel Management,AR-BHM-02,program_profile_v2,weighted_prior_template_v2,medium,hospitality_tourism,business,Business,,Family rule: hospitality and tourism business-service pathway. Blended current affinity prior (0.55) with hospitality_tourism template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,1.64,2.0,1.2,1.18,1.0,1.4,3.0,3.0,3.0,4.73,5.0,4.4,1.82,2.0,1.6,1.64,2.0,1.2,2.0
886c0f16-f527-4e4f-a43a-7e0b9f170145,Bachelor of Science in Tourism,AR-BT-01,program_profile_v2,weighted_prior_template_v2,medium,hospitality_tourism,business,Business,,Family rule: hospitality and tourism business-service pathway. Blended current affinity prior (0.55) with hospitality_tourism template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,1.09,1.0,1.2,1.18,1.0,1.4,3.0,3.0,3.0,4.73,5.0,4.4,1.82,2.0,1.6,1.64,2.0,1.2,2.0
03ab99ad-6458-44e2-9a93-1723984c80b7,Bachelor of Arts in Filipino,BA-BoAiF-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,0.81,0.0,1.8,2.45,2.0,3.0,0.27,0.0,0.6,2.0
bafac847-272a-4c62-a691-814fdf3d4018,Bachelor of Science in Family Life and Child Development,BA-BoSiFLaCD-01,program_profile_v2,weighted_prior_template_v2,medium,social_science,education,Education,arts,"Family rule: social science, social service, or community pathway. Blended current affinity prior (0.55) with social_science template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,2.325,3.0,1.5,1.91,2.0,1.8,3.63,3.0,4.4,2.18,2.0,2.4,3.91,4.0,3.8,0.36,0.0,0.8,2.0
03ad0b73-055c-4106-b95e-65998377cb1d,Bachelor of Arts in Psychology,BA-BoAiP-01,program_profile_v2,weighted_prior_template_v2,medium,health_psych_sports,education,Education,arts|health,"Family rule: health-adjacent behavioral, therapy, or sports science pathway. Blended current affinity prior (0.55) with health_psych_sports template (0.45). Occupation bridge: BS Psychology: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_subject.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",2.865,3.0,2.7,2.99,2.0,4.2,3.0,3.0,3.0,2.46,3.0,1.8,3.18,3.0,3.4,0.91,1.0,0.8,3.0
c0d70863-3e6e-4e0f-85bf-6180c1629543,Bachelor of Science in Business Economics,BA-BoSiBE-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,2.55,3.0,2.0,0.91,1.0,0.8,2.73,3.0,2.4,5.0,5.0,5.0,1.82,2.0,1.6,1.0,1.0,1.0,2.0
a15157fa-05ed-493e-bd36-bdf08785538c,Bachelor of Arts in Broadcasting,BA-BoAiB-01,program_profile_v2,weighted_prior_template_v2,medium,communication_media,arts,Arts,,"Family rule: communication, media, or public-facing creative pathway. Blended current affinity prior (0.55) with communication_media template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,1.73,2.0,1.4,0.91,1.0,0.8,5.0,5.0,5.0,2.82,3.0,2.6,2.27,2.0,2.6,0.27,0.0,0.6,2.0
5874bb0a-5645-4fcb-aaa6-a052ab576327,Bachelor of Business Technology and Livelihood,BA-BoBTaL-01,program_profile_v2,weighted_prior_template_v2,medium,technical_vocational_education,education,Education,,Family rule: teacher education with technical or livelihood content. Blended current affinity prior (0.55) with technical_vocational_education template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,3.36,3.0,3.8,1.82,2.0,1.6,2.315,2.0,2.7,2.82,3.0,2.6,5.0,5.0,5.0,2.91,3.0,2.8,3.0
8b75a0b5-085e-416c-90ce-e9ed3f6ca5da,Bachelor of Science in Exercise and Sports,BA-BoSiEaS-01,program_profile_v2,weighted_prior_template_v2,medium,health_psych_sports,health,Health,stem,"Family rule: health-adjacent behavioral, therapy, or sports science pathway. Blended current affinity prior (0.55) with health_psych_sports template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.",existing_program_affinity_scores|program_family_template,needs_review,,,,3.415,4.0,2.7,4.09,4.0,4.2,3.0,3.0,3.0,2.46,3.0,1.8,3.18,3.0,3.4,0.91,1.0,0.8,2.0
f233b4ed-0eb5-4930-b1de-47957653323a,Bachelor of Science in Marine Engineering,BA-BoSiME-01,program_profile_v2,weighted_prior_template_v2,medium,marine_transport,stem,STEM,,Family rule: maritime transport and engineering pathway. Blended current affinity prior (0.55) with marine_transport template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,4.685,5.0,4.3,1.55,2.0,1.0,2.19,3.0,1.2,3.19,4.0,2.2,2.1,3.0,1.0,1.46,2.0,0.8,3.0
e9c20ab5-9e37-4d04-ae2c-42ba14c9d9c6,Bachelor of Science in Marine Transportation,BA-BoSiMT-01,program_profile_v2,weighted_prior_template_v2,medium,marine_transport,stem,STEM,,Family rule: maritime transport and engineering pathway. Blended current affinity prior (0.55) with marine_transport template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,4.135,4.0,4.3,1.0,1.0,1.0,1.09,1.0,1.2,1.54,1.0,2.2,1.55,2.0,1.0,0.91,1.0,0.8,3.0
04129f59-0ac2-45b2-b099-9568564a88fa,BS in Environmental and Sanitary Engineering,BA-EaSaEn-01,program_profile_v2,weighted_prior_template_v2,medium,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,5.0,5.0,5.0,1.92,3.0,0.6,1.775,2.0,1.5,2.55,3.0,2.0,1.55,2.0,1.0,1.64,2.0,1.2,3.0
2b37ca74-b8ae-4ba0-98db-8412eae98e97,Bachelor of Science in Information Systems,BA-SiInSy-01,program_profile_v2,weighted_prior_template_v2,medium,ict,stem,STEM,,Family rule: ICT and computing pathway. Blended current affinity prior (0.55) with ict template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,5.0,5.0,5.0,0.27,0.0,0.6,2.09,2.0,2.2,2.27,2.0,2.6,1.0,1.0,1.0,0.36,0.0,0.8,1.0
33be74f0-7f89-42f3-a9c1-51c75eeda77d,Bachelor of Science in Management Major in Security Studies,BA-SiMaMaSeSt-01,program_profile_v2,weighted_prior_template_v2,medium,criminology_public_safety,arts,Arts,business|stem,Family rule: security studies and public safety management pathway. Blended current affinity prior (0.55) with criminology_public_safety template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,3.1,4.0,2.0,2.36,2.0,2.8,3.82,4.0,3.6,3.56,5.0,1.8,2.225,2.0,2.5,0.82,1.0,0.6,2.0
